docid,title,keyword,wikidata_label,wikidata_qid,bnf_id,p279_path,retry_source,match_stage,is_disambiguation,label_similarity,match_score,p31_types,p31_label
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,Mixed convection,,,,,none,none,no,0.0,0.0,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,Poiseuille-Rayleigh-Bénard flow,,,,,none,none,no,0.0,0.0,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,Convective instability,Convective instability,Q3268911,,instability > risk source > source > entity,mode_score,mode_score,no,0.0,32.7,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,Convective instability,Convective instability,Q3268911,,instability > state > phenomenon > occurrent > entity,mode_score,mode_score,no,0.0,32.7,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,Convective instability,Convective instability,Q3268911,,instability > state > phenomenon > observable entity > entity,mode_score,mode_score,no,0.0,32.7,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,Convective instability,Convective instability,Q3268911,,instability > state > property > abstract entity > entity,mode_score,mode_score,no,0.0,32.7,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,Convective instability,Convective instability,Q3268911,,instability > risk source > contributing factor > condition > state,mode_score,mode_score,no,0.0,32.7,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,Convective instability,Convective instability,Q3268911,,instability > risk source > contributing factor > occurrent > entity,mode_score,mode_score,no,0.0,32.7,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,Rectangular channel,,,,,none,none,no,0.0,0.0,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,Harmonic inlet excitation,,,,,none,none,no,0.0,0.0,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,CVD,Chemical vapor deposition,Q505668,,thin-film deposition > technology > applied science > science > knowledge system,mode_score,mode_score,no,0.0,52.8,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,CVD,Chemical vapor deposition,Q505668,,thin-film deposition > technology > applied science > science > knowledge,mode_score,mode_score,no,0.0,52.8,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,CVD,Chemical vapor deposition,Q505668,,thin-film deposition > technology > applied science > science > outline of academic disciplines,mode_score,mode_score,no,0.0,52.8,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,CVD,Chemical vapor deposition,Q505668,,thin-film deposition > technology > applied science > science > epistemology,mode_score,mode_score,no,0.0,52.8,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,CVD,Chemical vapor deposition,Q505668,,thin-film deposition > technology > applied science > science > research,mode_score,mode_score,no,0.0,52.8,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,CVD,Chemical vapor deposition,Q505668,,thin-film deposition > technology > applied science > science > logic,mode_score,mode_score,no,0.0,52.8,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,CVD,Chemical vapor deposition,Q505668,,thin-film deposition > technology > applied science > science > intellectual activity,mode_score,mode_score,no,0.0,52.8,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,CVD,Chemical vapor deposition,Q505668,,thin-film deposition > technology > science and technology > relation > property,mode_score,mode_score,no,0.0,52.8,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,CVD,Chemical vapor deposition,Q505668,,thin-film deposition > coating > surface covering process or technique > additive or joining process or technique > process,mode_score,mode_score,no,0.0,52.8,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,CVD,Chemical vapor deposition,Q505668,,thin-film deposition > coating > technique > method > means,mode_score,mode_score,no,0.0,52.8,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,CVD,Chemical vapor deposition,Q505668,,thin-film deposition > coating > technique > activity > process,mode_score,mode_score,no,0.0,52.8,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,CVD,Chemical vapor deposition,Q505668,,thin-film deposition > coating > technical activity > intentional human activity > human activity,mode_score,mode_score,no,0.0,52.8,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,CVD,Chemical vapor deposition,Q505668,,thin-film deposition > coating > addition > connection > occurrence,mode_score,mode_score,no,0.0,52.8,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,CVD,Chemical vapor deposition,Q505668,,thin-film deposition > coating > addition > activity > process,mode_score,mode_score,no,0.0,52.8,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,3D numerical simulations,,,,,none,none,no,0.0,0.0,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,Design of experiments,design of experiments,Q2334061,11939604p,planning > process > occurrent > entity > entity,mode_score,mode_score,no,0.0,39.7,Q1047113;Q1799072,field of study;method
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,Design of experiments,design of experiments,Q2334061,11939604p,planning > process > sequence > function > binary relation,mode_score,mode_score,no,0.0,39.7,Q1047113;Q1799072,field of study;method
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,Design of experiments,design of experiments,Q2334061,11939604p,planning > process > sequence > function > partial function,mode_score,mode_score,no,0.0,39.7,Q1047113;Q1799072,field of study;method
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,Design of experiments,design of experiments,Q2334061,11939604p,planning > process > sequence > function > multivalued function,mode_score,mode_score,no,0.0,39.7,Q1047113;Q1799072,field of study;method
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,Design of experiments,design of experiments,Q2334061,11939604p,planning > process > sequence > function > generalized function,mode_score,mode_score,no,0.0,39.7,Q1047113;Q1799072,field of study;method
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,Design of experiments,design of experiments,Q2334061,11939604p,planning > process > sequence > class > class,mode_score,mode_score,no,0.0,39.7,Q1047113;Q1799072,field of study;method
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,Design of experiments,design of experiments,Q2334061,11939604p,planning > activity > process > occurrent > entity,mode_score,mode_score,no,0.0,39.7,Q1047113;Q1799072,field of study;method
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,Design of experiments,design of experiments,Q2334061,11939604p,planning > activity > process > sequence > function,mode_score,mode_score,no,0.0,39.7,Q1047113;Q1799072,field of study;method
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,Design of experiments,design of experiments,Q2334061,11939604p,planning > activity > process > sequence > class,mode_score,mode_score,no,0.0,39.7,Q1047113;Q1799072,field of study;method
1025697,"Identification of a new pseudo-binary hydroxide during calendar corrosion of (La, Mg)2Ni7-type hydrogen storage alloys for Nickel-Metal Hydride batteries",Corrosion,corrosion,Q137056,11975888z,wear > deformation > change > occurrent > entity,mode_score,mode_score,no,0.0,50.7,Q3382117,chemical phenomenon
1025697,"Identification of a new pseudo-binary hydroxide during calendar corrosion of (La, Mg)2Ni7-type hydrogen storage alloys for Nickel-Metal Hydride batteries",Corrosion,corrosion,Q137056,11975888z,wear > removal > process > occurrent > entity,mode_score,mode_score,no,0.0,50.7,Q3382117,chemical phenomenon
1025697,"Identification of a new pseudo-binary hydroxide during calendar corrosion of (La, Mg)2Ni7-type hydrogen storage alloys for Nickel-Metal Hydride batteries",Corrosion,corrosion,Q137056,11975888z,wear > removal > process > sequence > function,mode_score,mode_score,no,0.0,50.7,Q3382117,chemical phenomenon
1025697,"Identification of a new pseudo-binary hydroxide during calendar corrosion of (La, Mg)2Ni7-type hydrogen storage alloys for Nickel-Metal Hydride batteries",Corrosion,corrosion,Q137056,11975888z,wear > removal > process > sequence > class,mode_score,mode_score,no,0.0,50.7,Q3382117,chemical phenomenon
1025697,"Identification of a new pseudo-binary hydroxide during calendar corrosion of (La, Mg)2Ni7-type hydrogen storage alloys for Nickel-Metal Hydride batteries",Corrosion,corrosion,Q137056,11975888z,wear > natural process > process > occurrent > entity,mode_score,mode_score,no,0.0,50.7,Q3382117,chemical phenomenon
1025697,"Identification of a new pseudo-binary hydroxide during calendar corrosion of (La, Mg)2Ni7-type hydrogen storage alloys for Nickel-Metal Hydride batteries",Corrosion,corrosion,Q137056,11975888z,wear > natural process > process > sequence > function,mode_score,mode_score,no,0.0,50.7,Q3382117,chemical phenomenon
1025697,"Identification of a new pseudo-binary hydroxide during calendar corrosion of (La, Mg)2Ni7-type hydrogen storage alloys for Nickel-Metal Hydride batteries",Corrosion,corrosion,Q137056,11975888z,wear > natural process > process > sequence > class,mode_score,mode_score,no,0.0,50.7,Q3382117,chemical phenomenon
1025697,"Identification of a new pseudo-binary hydroxide during calendar corrosion of (La, Mg)2Ni7-type hydrogen storage alloys for Nickel-Metal Hydride batteries",Corrosion,corrosion,Q137056,11975888z,wear > natural process > natural phenomenon > phenomenon > occurrent,mode_score,mode_score,no,0.0,50.7,Q3382117,chemical phenomenon
1025697,"Identification of a new pseudo-binary hydroxide during calendar corrosion of (La, Mg)2Ni7-type hydrogen storage alloys for Nickel-Metal Hydride batteries",Corrosion,corrosion,Q137056,11975888z,wear > natural process > natural phenomenon > phenomenon > observable entity,mode_score,mode_score,no,0.0,50.7,Q3382117,chemical phenomenon
1025697,"Identification of a new pseudo-binary hydroxide during calendar corrosion of (La, Mg)2Ni7-type hydrogen storage alloys for Nickel-Metal Hydride batteries",Corrosion,corrosion,Q137056,11975888z,wear > natural process > natural phenomenon > occurrence > occurrent,mode_score,mode_score,no,0.0,50.7,Q3382117,chemical phenomenon
1025697,"Identification of a new pseudo-binary hydroxide during calendar corrosion of (La, Mg)2Ni7-type hydrogen storage alloys for Nickel-Metal Hydride batteries",Corrosion,corrosion,Q137056,11975888z,wear > degradation > process > occurrent > entity,mode_score,mode_score,no,0.0,50.7,Q3382117,chemical phenomenon
1025697,"Identification of a new pseudo-binary hydroxide during calendar corrosion of (La, Mg)2Ni7-type hydrogen storage alloys for Nickel-Metal Hydride batteries",Corrosion,corrosion,Q137056,11975888z,wear > degradation > process > sequence > function,mode_score,mode_score,no,0.0,50.7,Q3382117,chemical phenomenon
1025697,"Identification of a new pseudo-binary hydroxide during calendar corrosion of (La, Mg)2Ni7-type hydrogen storage alloys for Nickel-Metal Hydride batteries",Corrosion,corrosion,Q137056,11975888z,wear > degradation > process > sequence > class,mode_score,mode_score,no,0.0,50.7,Q3382117,chemical phenomenon
1025697,"Identification of a new pseudo-binary hydroxide during calendar corrosion of (La, Mg)2Ni7-type hydrogen storage alloys for Nickel-Metal Hydride batteries",Corrosion,corrosion,Q137056,11975888z,wear > degradation > damage > process > occurrent,mode_score,mode_score,no,0.0,50.7,Q3382117,chemical phenomenon
