docid,title,keyword,wikidata_label,wikidata_qid,bnf_id,p279_path,retry_source,match_stage,is_disambiguation,label_similarity,match_score,p31_types,p31_label
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,Mixed convection,,,,,none,none,no,0.0,0.0,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,Poiseuille-Rayleigh-Bénard flow,,,,,none,none,no,0.0,0.0,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,Convective instability,Convective instability,Q3268911,,instability > risk source > source > entity,mode_score,mode_score,no,0.0,39.4,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,Convective instability,Convective instability,Q3268911,,instability > state > phenomenon > occurrent > entity,mode_score,mode_score,no,0.0,39.4,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,Convective instability,Convective instability,Q3268911,,instability > state > phenomenon > observable entity > entity,mode_score,mode_score,no,0.0,39.4,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,Convective instability,Convective instability,Q3268911,,instability > state > property > abstract entity > entity,mode_score,mode_score,no,0.0,39.4,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,Convective instability,Convective instability,Q3268911,,instability > risk source > contributing factor > condition > state,mode_score,mode_score,no,0.0,39.4,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,Convective instability,Convective instability,Q3268911,,instability > risk source > contributing factor > occurrent > entity,mode_score,mode_score,no,0.0,39.4,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,Rectangular channel,,,,,none,none,no,0.0,0.0,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,Harmonic inlet excitation,,,,,none,none,no,0.0,0.0,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,CVD,cardiovascular disease,Q389735,,disease of anatomical entity > disease > health problem > physiological condition > state,mode_score,mode_score,no,0.0,53.6,Q112193867;Q11862829,academic discipline;class of disease
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,CVD,cardiovascular disease,Q389735,,disease of anatomical entity > disease > health problem > physiological condition > condition,mode_score,mode_score,no,0.0,53.6,Q112193867;Q11862829,academic discipline;class of disease
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,CVD,cardiovascular disease,Q389735,,disease of anatomical entity > disease > health problem > problem > situation,mode_score,mode_score,no,0.0,53.6,Q112193867;Q11862829,academic discipline;class of disease
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,CVD,cardiovascular disease,Q389735,,disease of anatomical entity > disease > health problem > medical finding > finding,mode_score,mode_score,no,0.0,53.6,Q112193867;Q11862829,academic discipline;class of disease
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,CVD,cardiovascular disease,Q389735,,disease of anatomical entity > disease > health problem > health risk > personal risk,mode_score,mode_score,no,0.0,53.6,Q112193867;Q11862829,academic discipline;class of disease
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,CVD,cardiovascular disease,Q389735,,disease of anatomical entity > disease > health problem > health risk > operational risk,mode_score,mode_score,no,0.0,53.6,Q112193867;Q11862829,academic discipline;class of disease
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,CVD,cardiovascular disease,Q389735,,disease of anatomical entity > disease > health problem > health risk > hazard,mode_score,mode_score,no,0.0,53.6,Q112193867;Q11862829,academic discipline;class of disease
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,CVD,cardiovascular disease,Q389735,,disease of anatomical entity > disease > health problem > anomaly > phenomenon,mode_score,mode_score,no,0.0,53.6,Q112193867;Q11862829,academic discipline;class of disease
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,CVD,cardiovascular disease,Q389735,,disease of anatomical entity > disease > biological process > biological phenomenon > natural phenomenon,mode_score,mode_score,no,0.0,53.6,Q112193867;Q11862829,academic discipline;class of disease
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,CVD,cardiovascular disease,Q389735,,disease of anatomical entity > disease > biological process > biological phenomenon > physical phenomenon,mode_score,mode_score,no,0.0,53.6,Q112193867;Q11862829,academic discipline;class of disease
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,CVD,cardiovascular disease,Q389735,,disease of anatomical entity > disease > biological process > physical process > physicochemical process,mode_score,mode_score,no,0.0,53.6,Q112193867;Q11862829,academic discipline;class of disease
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,CVD,cardiovascular disease,Q389735,,disease of anatomical entity > disease > biological process > physical process > physical phenomenon,mode_score,mode_score,no,0.0,53.6,Q112193867;Q11862829,academic discipline;class of disease
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,CVD,cardiovascular disease,Q389735,,disease of anatomical entity > disease > manner of death > type > class,mode_score,mode_score,no,0.0,53.6,Q112193867;Q11862829,academic discipline;class of disease
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,CVD,cardiovascular disease,Q389735,,disease > health problem > physiological condition > state > phenomenon,mode_score,mode_score,no,0.0,53.6,Q112193867;Q11862829,academic discipline;class of disease
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,CVD,cardiovascular disease,Q389735,,disease > health problem > physiological condition > state > property,mode_score,mode_score,no,0.0,53.6,Q112193867;Q11862829,academic discipline;class of disease
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,CVD,cardiovascular disease,Q389735,,disease > health problem > physiological condition > condition > state,mode_score,mode_score,no,0.0,53.6,Q112193867;Q11862829,academic discipline;class of disease
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,CVD,cardiovascular disease,Q389735,,disease > health problem > problem > situation > condition,mode_score,mode_score,no,0.0,53.6,Q112193867;Q11862829,academic discipline;class of disease
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,CVD,cardiovascular disease,Q389735,,disease > health problem > medical finding > finding > result,mode_score,mode_score,no,0.0,53.6,Q112193867;Q11862829,academic discipline;class of disease
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,CVD,cardiovascular disease,Q389735,,disease > health problem > medical finding > finding > information,mode_score,mode_score,no,0.0,53.6,Q112193867;Q11862829,academic discipline;class of disease
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,CVD,cardiovascular disease,Q389735,,disease > health problem > medical finding > finding > intellectual work,mode_score,mode_score,no,0.0,53.6,Q112193867;Q11862829,academic discipline;class of disease
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,CVD,cardiovascular disease,Q389735,,disease > health problem > health risk > personal risk > risk,mode_score,mode_score,no,0.0,53.6,Q112193867;Q11862829,academic discipline;class of disease
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,CVD,cardiovascular disease,Q389735,,disease > health problem > health risk > operational risk > internal risk,mode_score,mode_score,no,0.0,53.6,Q112193867;Q11862829,academic discipline;class of disease
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,CVD,cardiovascular disease,Q389735,,disease > health problem > health risk > hazard > risk source,mode_score,mode_score,no,0.0,53.6,Q112193867;Q11862829,academic discipline;class of disease
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,CVD,cardiovascular disease,Q389735,,disease > health problem > health risk > hazard > situation,mode_score,mode_score,no,0.0,53.6,Q112193867;Q11862829,academic discipline;class of disease
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,CVD,cardiovascular disease,Q389735,,disease > health problem > anomaly > phenomenon > occurrent,mode_score,mode_score,no,0.0,53.6,Q112193867;Q11862829,academic discipline;class of disease
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,CVD,cardiovascular disease,Q389735,,disease > health problem > anomaly > phenomenon > observable entity,mode_score,mode_score,no,0.0,53.6,Q112193867;Q11862829,academic discipline;class of disease
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,CVD,cardiovascular disease,Q389735,,disease > biological process > biological phenomenon > natural phenomenon > phenomenon,mode_score,mode_score,no,0.0,53.6,Q112193867;Q11862829,academic discipline;class of disease
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,CVD,cardiovascular disease,Q389735,,disease > biological process > biological phenomenon > natural phenomenon > occurrence,mode_score,mode_score,no,0.0,53.6,Q112193867;Q11862829,academic discipline;class of disease
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,CVD,cardiovascular disease,Q389735,,disease > biological process > biological phenomenon > physical phenomenon > phenomenon,mode_score,mode_score,no,0.0,53.6,Q112193867;Q11862829,academic discipline;class of disease
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,CVD,cardiovascular disease,Q389735,,disease > biological process > physical process > physicochemical process > process,mode_score,mode_score,no,0.0,53.6,Q112193867;Q11862829,academic discipline;class of disease
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,CVD,cardiovascular disease,Q389735,,disease > biological process > physical process > physical phenomenon > phenomenon,mode_score,mode_score,no,0.0,53.6,Q112193867;Q11862829,academic discipline;class of disease
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,CVD,cardiovascular disease,Q389735,,disease > manner of death > type > class > class,mode_score,mode_score,no,0.0,53.6,Q112193867;Q11862829,academic discipline;class of disease
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,3D numerical simulations,,,,,none,none,no,0.0,0.0,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,Design of experiments,design of experiments,Q2334061,11939604p,planning > process > occurrent > entity > entity,mode_score,mode_score,no,0.0,50.7,Q1047113;Q1799072,method;field of study
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,Design of experiments,design of experiments,Q2334061,11939604p,planning > process > sequence > function > binary relation,mode_score,mode_score,no,0.0,50.7,Q1047113;Q1799072,method;field of study
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,Design of experiments,design of experiments,Q2334061,11939604p,planning > process > sequence > function > partial function,mode_score,mode_score,no,0.0,50.7,Q1047113;Q1799072,method;field of study
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,Design of experiments,design of experiments,Q2334061,11939604p,planning > process > sequence > function > multivalued function,mode_score,mode_score,no,0.0,50.7,Q1047113;Q1799072,method;field of study
