docid,title,keyword,wikidata_label,wikidata_qid,bnf_id,p279_path,retry_source,match_stage,is_disambiguation,label_similarity,match_score,p31_types,p31_label
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",French Massif central,,,,,none,none,no,0.0,0.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Blockstream,,,,,none,none,no,0.0,0.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Rock glacier,rock glacier,Q884736,13507719g,glacier > ice cover > body of water > region > geographical feature,mode_score,mode_score,no,0.0,44.9,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Rock glacier,rock glacier,Q884736,13507719g,glacier > ice cover > body of water > physico-geographical object > geographical feature,mode_score,mode_score,no,0.0,44.9,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Rock glacier,rock glacier,Q884736,13507719g,glacier > ice cover > body of water > physico-geographical object > physical object,mode_score,mode_score,no,0.0,44.9,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Rock glacier,rock glacier,Q884736,13507719g,glacier > ice cover > body of water > habitat > region,mode_score,mode_score,no,0.0,44.9,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Rock glacier,rock glacier,Q884736,13507719g,glacier > ice cover > body of water > habitat > natural environment,mode_score,mode_score,no,0.0,44.9,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Rock glacier,rock glacier,Q884736,13507719g,glacier > ice cover > glacial landform > landform > geomorphological unit,mode_score,mode_score,no,0.0,44.9,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Rock glacier,rock glacier,Q884736,13507719g,glacier > ice cover > glacial landform > landform > geographical feature,mode_score,mode_score,no,0.0,44.9,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Rock glacier,rock glacier,Q884736,13507719g,glacier > ice cover > glacial landform > landform > geographic location,mode_score,mode_score,no,0.0,44.9,,
